,id,description
121,122,"Sonar so no t-shirt - Ear-splitting sonar threatens the survival of whales and dolphins that rely on sound to maintain their way of life. The Sonar So No T-Shirt features the humorous artwork of Jason Stowell, and carries an inside message about the importance of declaring vital marine habitats off-limits to intensive sonar training (go to nrdc.org for more info). Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Ringspun yarns for a softer hand</li> <li>Taped shoulder seams</li> <li>Screen-print inks are PVC- and phthalate-free</li></ul><br><br><b>Fabric: </b>4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(150 g 5.2 oz)<br><br>Made in USA."
